0.73108	0.39873	16.128	0.8244	0.42461	0.80278	0.3439	1.3096	1.5613	1.132	0.20236	0.062765	0.94025	80.734	0.058199	0.32175	0.83333	416.39	1.1826	0.088737	1.1141	0.70073	0.43876	0.1278	1.2469	0.79686	1.1694	0.28161	1.3842	4.7262	0.56194	0.3932	1.4009	0.69439	0.39496	105.8	2.4517	0.031367	6.8826	0.34819	41.312	2.0852	29.493	275.35	1.432	10.99	0.76309	0.051478	0.8185	0.19055
0.50659	1.0614	0.42613	0.6337	0.93738	0.97717	10.043	0.69223	1.1701	0.47112	37.425	0.29272	1.6396	1.5347	1.0029	6.0098	36.839	0.30858	14.231	1.2598	0.21538	1.1082	0.43818	0.037494	96.508	0.43758	1.2193	1.1956	0.62025	6.7793	0.57811	1.2864	5.8725	1.0305	95.437	0.73425	0.64121	1.6636	0.97668	0.18893	0.067541	0.83377	6.9893	1.306	0.64708	0.67659	0.64791	0.63768	0.06243	1.4158
0.70745	202.6	1.3654	0.56432	1.4988	7.6612	1.1444	0.74599	175.17	0.88271	1.4234	1.1336	14.766	0.61767	10.947	1.8616	0.2981	0.7591	0.68809	0.77893	5.2068	2.6385	1.2452	10.624	20.352	2.4343	1.934	1.2011	0.70393	1.1584	0.18285	0.19144	1.6598	1.1128	0.47534	0.36119	6.9487	0.70133	0.61467	164.37	0.21133	1.4386	0.29619	0.054008	0.8563	1.1156	0.54271	2.3396	0.49627	1.0978
0.29157	60.173	0.065253	1.1601	1.7928	1.2071	0.76488	1.0195	0.11016	1.4233	15.504	1.6883	8.7214	0.063671	1.264	0.81038	0.42639	23.725	0.16199	1.5486	0.37613	0.054759	1.175	0.55702	12.179	0.67422	0.43972	1.5375	52.53	1.9195	1.6214	0.36142	0.067036	41.701	0.28445	1.1384	1.6826	1.8415	0.50844	1.2	1.5028	0.27633	0.80992	0.85048	0.43214	0.75126	0.50168	4.7586	31.588	1.0347
1.0437	0.89925	0.72839	0.63889	0.9722	0.50087	18.106	0.0052136	0.54027	0.46539	4.6244	0.79385	0.57642	20.096	27.457	0.062324	0.82092	1.1834	0.72241	9.2045	2.2912	0.13924	28.624	3.578	0.39601	0.42659	1.5951	12.597	0.4535	0.79006	0.23375	200.49	0.64625	0.14301	1.0745	0.58813	0.15731	0.12914	1.5824	0.94714	0.91227	0.51884	18.958	0.29655	0.51743	1.2128	0.45282	0.76102	1.532	1.2015
1.2098	123.56	0.73439	0.69418	35.689	0.65665	1.6387	0.56844	0.30805	0.96186	0.67025	0.050699	7.923	1.9533	0.29527	0.91051	2.345	0.49808	0.96664	2.0117	1.1038	1.6002	0.36924	2.9873	1.1392	0.81617	0.83198	6.8981	2.5128	1.2856	0.0509	2.4198	0.55065	1.7649	0.34589	13.32	0.79262	0.045861	13.726	1.2165	53.204	1.5452	0.01275	0.68928	3.2883	4.5	0.84332	0.68511	0.91348	2.9039
1.3807	0.60091	0.84837	0.65808	1.0218	0.45324	15.818	2.9327	0.3915	0.57747	0.23384	1.1182	0.024771	20.674	198.01	0.32962	1.5068	0.94279	103.46	1.3467	7.4663	1.0054	0.19404	1.0067	1.0134	0.17719	1.3982	18.551	0.47757	0.78175	0.36364	0.80551	2.2515	6.7496	0.34544	0.72974	0.44496	1.0395	0.94425	0.05578	12.568	1.0842	0.62777	0.10603	1.8423	4.3569	13.923	2.4122	0.4228	1.2527
1.2835	13.674	1.0235	2.0125	1.1534	1.2326	0.062511	0.93758	1.5746	0.81943	2.0718	27.749	1.6557	0.11302	3.4553	24.304	0.89428	4.6286	0.746	0.75984	1.8406	0.41081	3.6573	0.94341	1.029	1.1578	1.2566	0.63182	0.42571	0.10459	1.6793	24.122	1.7737	0.31822	1.1	3.7532	2.6686	27.089	0.29165	1.0854	0.80329	0.33064	0.66149	0.84778	0.56493	0.86261	0.75487	0.026247	0.1543	1.0554
27.896	0.071077	0.26447	0.89463	0.55414	2.2816	0.7704	0.94815	1.0367	1.7456	1.1771	5.8787	6.1245	3.6549	1.2438	8.3001	1.112	2.3457	0.12779	0.80178	1.5484	0.59856	0.40448	1.3722	18.608	7.6469	0.81259	0.02893	1.2699	0.88607	0.35387	0.62209	5.2174	0.30348	1.2919	11.047	0.71304	0.66056	1.1623	1.9602	0.36422	3.5576	0.57052	3.2546	5.5658	0.30653	0.079029	369.56	9.2914	1.1996
0.30478	1.5141	0.59287	0.59665	1.7982	1.2137	1.4174	0.29623	48.964	63.711	0.9163	0.9829	1.1046	0.80632	6.6182	0.41701	1.4547	0.38993	0.73972	0.93551	0.52992	0.66839	0.26479	6.5616	1.0406	8.4283	2.6999	6.1359	0.80978	1.2095	2.9006	0.046045	1.6854	19.499	1.6533	0.28067	0.67246	1.1081	0.32231	0.76284	1.0314	1.6593	0.47211	0.54101	0.17902	1.5005	0.53073	0.92152	28.866	0.67184
0.69547	7.5472	0.68403	1.1147	0.70307	0.050101	0.6556	0.76502	0.84013	14.979	6.3057	1.4047	0.99144	0.50537	0.5677	7.5034	0.26224	0.53714	0.22795	0.53298	0.97502	1.6944	0.27614	3.7215	0.58476	0.65278	0.48451	0.48198	0.14992	0.3284	0.38144	0.54552	0.83444	0.78336	0.60084	1.3051	1.365	1.1783	0.73184	1.6634	3.0961	0.89491	1.1692	1.0845	0.67271	3.1063	0.9724	0.18079	0.25337	0.45166
6.7539	97.5	50.791	0.43336	0.70997	0.56278	0.0054103	0.82757	1.1694	0.64612	1.3625	1.3601	2.4038	2.5189	0.31654	0.93738	0.87465	12.85	0.7546	0.92843	1.6063	3.5232	32.939	1.2734	9.3813	0.55494	9.3252	10.854	0.65258	0.69975	28.894	2.7176	1.5489	0.39512	0.79748	1.3339	1.2298	1.089	0.11425	0.11259	0.21798	28.066	1.7597	0.96403	0.98832	7.2867	0.16064	0.10896	1.5269	8.4518
0.89378	0.50819	0.77766	0.08528	0.91038	1.5978	6.0154	14.957	0.6663	0.022615	0.49564	1.8442	0.47365	0.92077	0.60448	2.0143	0.28159	10.264	4.7401	0.59351	0.40719	0.50354	1.9421	0.52921	2.4905	0.38595	0.10863	1.0575	3.3485	0.16906	0.24365	0.97817	30.067	0.052838	4.6008	0.92311	15.304	0.34151	1.1731	0.94902	0.49779	6.5454	1.0571	0.3433	0.1576	0.39682	0.051739	0.63655	0.93567	4.6596
1.5195	0.7821	0.71021	3.884	1.1693	76.069	0.81067	0.01302	0.9195	2.534	1.4766	0.77818	33.215	1.4938	1.4081	0.94152	1.0836	0.34972	73.834	0.56381	1.9445	0.94659	0.71425	0.93771	1.5285	2.4686	0.6997	0.10973	1.0936	15.058	0.96918	1.0311	1.5675	0.66835	0.68814	0.89786	8.7478	0.73819	2.3124	0.82608	0.3741	0.097936	0.25897	4.832	0.86197	0.59428	1.0461	0.56858	77.957	1.13
1.7993	0.98806	0.27775	0.15463	2.7417	12.374	7.9327	0.20611	0.71348	2.5284	0.75133	0.89382	0.9687	4.3697	6.6575	1.0462	0.72249	19.806	0.048206	0.76202	91.42	4.6097	0.075568	4.4247	29.404	0.3228	0.1893	0.5186	0.50506	0.45448	0.67271	40.492	1.2606	3.1698	0.18878	96.21	1.1939	0.60041	1.276	0.52266	0.069141	1.5669	0.45602	1.2265	0.33892	0.33268	5.0492	0.11958	0.70765	0.1833
0.61989	0.16534	1.1302	0.47299	0.84293	1.4291	0.50742	2.2903	1.1688	100.31	0.3069	1.0173	0.58015	0.19907	1.142	1.8168	0.18187	6.2729	2.4957	3.4473	1.3809	0.72051	0.022725	0.48761	0.47439	4.3721	1.597	0.92271	77.201	17.552	8.5046	1.5779	0.5908	0.52281	0.77852	28.61	32.025	0.19596	0.29124	4.9009	2.7189	15.456	0.77731	9.8987	0.90788	0.56229	0.73382	0.91264	0.84217	1.3506
1.2464	0.015912	1.6927	0.72387	0.038292	0.49533	4.1653	0.86131	0.41955	0.13976	0.1787	0.59061	164.6	0.49521	0.72689	0.18545	0.14694	5.7405	1.669	0.052166	95.673	1.0821	9.7363	3.3704	0.39261	0.51214	0.79539	0.87115	0.45375	0.35924	0.58383	1.0449	7.7652	0.55185	0.42888	1.054	0.2729	0.30805	0.33865	9.3861	4.3781	1.5244	1.458	1.4675	10.373	1.0401	3.85	5.701	0.85337	30.895
1.9784	7.427	0.047102	0.67737	0.18567	1.5631	1.2446	1.4084	2.2236	0.32509	0.062361	0.60557	0.77177	0.43871	0.56711	6.5372	0.52482	16.32	1.1176	1.3649	0.38268	1.842	1.7964	1.2792	0.16548	1.1643	1.1168	0.38171	1.72	2.0789	0.5979	0.832	0.19283	0.19729	1.3144	1.2004	0.84077	0.12935	6.157	6.1554	0.65376	0.77916	2.3271	0.29389	0.82325	0.90714	0.082269	0.67542	1.188	0.95422
0.41044	311.91	1.2777	0.36543	0.16086	4.3332	1.6635	2.4502	2.0639	0.2924	0.38944	1.9459	6.9307	0.081516	0.54754	1.3663	2.0388	1.1646	0.55374	0.62546	0.78483	107.77	0.37292	0.58545	1.1389	10.48	0.068738	1.6646	0.85828	1.3756	0.41597	0.74048	1.1198	0.084463	0.099695	0.81509	0.7594	1.2752	1.2002	0.73276	0.38707	0.38538	0.94748	0.44406	0.46376	0.64258	1.9452	0.7111	1.0545	1.0927
0.46738	0.93062	0.88213	1.7615	0.93605	0.42194	1.1345	0.5738	0.74374	3.0967	0.66294	0.3667	1.4862	4.4925	2.9446	0.47947	0.31074	0.71199	0.68187	0.7741	1.4379	1.0435	1.0881	1.1264	0.23449	1.4731	0.24638	1.2948	1.0368	0.64388	1.3325	0.17381	7.7847	570.78	4.1115	1.3815	0.046975	0.27223	0.022336	1.1653	0.78811	0.42302	2.5197	0.60017	0.37137	1.9959	3.8928	1.8592	3.7112	1.9747
1.0739	1.7751	0.75995	0.27179	0.14079	2.4497	0.75608	8.4051	4.7516	1.0406	0.94737	1.6264	0.25887	0.59825	1.0413	3.5102	1.0126	0.21664	0.0082921	1.0707	0.43357	1.7443	18.726	0.80954	1.4325	16.007	12.679	0.63655	1.85	4.146	44.016	2.1561	0.44676	0.78716	5.5271	0.88116	2.5848	1.2829	0.41074	1.5492	0.20469	1.2155	0.70097	4.6383	0.95861	3.2786	0.51997	26.199	4.544	0.762
0.79355	1.8168	0.057783	0.64651	6.205	9.0591	1.2044	2.1924	2.8159	0.87892	0.0052857	1.1915	1.2203	2.1693	0.070472	0.69845	0.09033	4.7417	0.26897	0.51823	0.40343	1.0424	0.36228	0.87443	0.99897	2.8048	4.094	0.29766	10.645	0.052978	1.3838	0.96867	0.9978	0.55049	1.5491	0.65277	0.1465	0.081619	1.1098	0.76839	0.063156	0.092854	63.693	1.0817	0.49321	0.9655	2.0736	0.97892	1.1722	28.276
1.3028	0.248	0.63261	0.90889	0.38347	3.4484	3.5273	0.98558	1.7831	0.58443	0.18963	20.642	0.73109	1.4036	0.72613	0.55237	0.37271	0.81121	21.546	0.2769	0.82218	0.39441	1.261	2.6906	0.10092	0.18176	3.092	7.8416	0.79517	29.124	0.66229	0.99257	4.942	9.3201	1.0196	2.9622	5.5555	15.804	0.88218	13.319	1.977	11.485	1.1797	7.1566	1.0392	0.42438	1.7056	0.57047	0.81664	1.1228
