8.06	0.09
11.73	0.1
16.66	0.09
9.16	0.1
3.71	0.1
1.73	0.1
20	0.11
20.05	0.1
3.52	0.09
3.81	0.1
19.95	0.1
6.88	0.1
3.01	0.09
1.26	0.1
3.17	0.1
3.05	0.09
0.51	0.1
7.15	0.09
4.13	0.1
10.42	0.1
0.65	0.09
11.76	0.09
0.96	0.09
0.31	0.09
15.14	0.09
4.42	0.09
7.86	0.09
9.64	0.11
6.86	0.08
7.66	0.1
7.41	0.08
13.09	0.11
19.88	0.11
10.07	0.09
6.11	0.09
18.44	0.08
1.81	0.09
1.38	0.08
20	0.1
19.99	0.09
20	0.08
8.75	0.09
4.44	0.09
9.95	0.1
18.44	0.1
5.98	0.1
2.09	0.1
19.99	0.1
3.38	0.09
11.78	0.09
2.99	0.09
6.28	0.09
2.97	0.1
1.53	0.09
12.78	0.1
5.24	0.09
1.23	0.1
7.55	0.09
20	0.09
7.58	0.08
2.93	0.1
1.79	0.11
0.57	0.1
2.12	0.08
2.05	0.1
12.33	0.1
19.6	0.09
3.35	0.09
4.23	0.09
6.66	0.09
3.83	0.09
1.67	0.1
3.64	0.09
1.64	0.11
19.95	0.09
0.72	0.1
2.45	0.09
20	0.08
7.25	0.1
12.63	0.09
4.84	0.1
1.95	0.09
20	0.09
2.95	0.11
3.53	0.1
3.78	0.1
19.97	0.1
19.95	0.1
19.98	0.1
0.54	0.1
2.15	0.09
20	0.09
6.74	0.09
14.51	0.11
3.19	0.09
12.78	0.09
20	0.09
2.88	0.1
19.99	0.08
11.68	0.08
14.96	0.09
9.55	0.1
8.5	0.09
1.86	0.08
19.95	0.1
3.54	0.1
20	0.08
8.89	0.12
1.25	0.1
1.71	0.11
2.28	0.11
19.97	0.08
11.83	0.09
9.97	0.09
3.34	0.08
18.02	0.09
5.79	0.1
0.89	0.08
0.67	0.1
4.08	0.11
2.99	0.09
1.54	0.1
7.08	0.09
15.08	0.1
1.78	0.08
1.49	0.1
4.06	0.08
7.5	0.09
19.55	0.09
2.28	0.11
20.02	0.09
8.64	0.08
1.94	0.1
1.27	0.1
1.37	0.09
0.52	0.09
2.61	0.11
11.6	0.09
2.2	0.11
10.79	0.11
2.59	0.09
5.47	0.11
1.98	0.1
3.05	0.1
0.71	0.11
0.96	0.1
6.05	0.09
3.16	0.08
1.16	0.08
5.66	0.11
3.31	0.08
17.97	0.08
2.12	0.1
5.07	0.09
1.74	0.09
2.98	0.09
4.71	0.09
17.54	0.09
2.15	0.1
0.77	0.1
6.38	0.08
11.7	0.09
0.67	0.1
3.4	0.1
4.22	0.08
6.83	0.11
2.51	0.1
2.92	0.1
9.5	0.1
1.93	0.09
3.84	0.09
1.4	0.09
6.35	0.1
18.4	0.1
0.16	0.1
2.4	0.1
3.6	0.1
0.57	0.1
2.27	0.09
19.55	0.09
5.8	0.1
19.25	0.08
20	0.1
10.53	0.11
0.81	0.11
2.2	0.1
18.8	0.09
0.84	0.1
0.44	0.09
17.69	0.08
9.76	0.1
4.48	0.1
1.99	0.09
1.86	0.09
1.6	0.1
20	0.09
2.05	0.09
5.71	0.08
4.83	0.09
19.96	0.1
3.21	0.11
5.22	0.09
16.98	0.08
11.02	0.08
0.39	0.1
2.47	0.11
6.42	0.1
1.08	0.09
16.77	0.1
1.78	0.09
4.57	0.1
20	0.09
2.74	0.08
20	0.09
6.63	0.12
6.16	0.09
0.71	0.09
9.39	0.08
20	0.1
0.45	0.09
7.53	0.09
12.54	0.09
6.97	0.09
1.22	0.09
15.01	0.11
1.72	0.1
2.19	0.09
2.72	0.1
11.05	0.08
3.97	0.12
1.26	0.09
7.75	0.1
2.61	0.1
3.11	0.09
8.26	0.09
2.91	0.08
2.7	0.08
6.11	0.1
8.59	0.1
5.83	0.09
13.24	0.09
2.79	0.11
1.75	0.1
3.87	0.08
2.91	0.09
0.45	0.08
0.38	0.09
15.34	0.09
7.35	0.09
4.79	0.1
8.25	0.1
2.3	0.09
4.48	0.09
2.49	0.1
17.33	0.11
11.38	0.09
0.84	0.1
4.36	0.1
3.59	0.09
3.98	0.09
19.57	0.09
0.59	0.09
3.17	0.1
20	0.1
12.89	0.1
3.07	0.1
0.76	0.1
4.62	0.1
1.58	0.09
5.63	0.09
2.84	0.11
9.99	0.1
1.34	0.09
2.77	0.09
2.25	0.09
5.28	0.1
9.82	0.1
4.34	0.09
1.6	0.09
3.76	0.11
5.37	0.08
20.1	0.1
1.55	0.1
3.21	0.1
10.41	0.08
19.98	0.1
1.62	0.09
13.14	0.1
12.14	0.11
2.71	0.09
1.86	0.1
0.69	0.09
1.42	0.1
13.32	0.1
1.3	0.11
13.17	0.09
10.27	0.09
4.7	0.09
3.1	0.1
7.95	0.09
1.89	0.09
1.29	0.09
5.07	0.1
7.14	0.1
