1.7266	1.6282	1.2721	0.79013	0.81882	0.59339	0.74965	1.5	0.69548	0.58508	1.4211	1.8191	1.0377	0.68875	1.9543	1.991	1.5224	0.39307	1.5023	0.2148	0.68199	0.60569	1.9481	1.9134	0.79941	1.244	1.2172	1.8633	2.3089	2.048	0.48036	0.7647	1.2937	0.68351	0.49456	1.7369	0.61138	1.0308	0.95744	0.52357	1.3458	0.65935	0.67025	2.3447	0.87435	0.60944	0.85423	1.7664	0.77634	0.84645	1.679	2.0373	2.046	0.50767	1.7625	0.57375	0.7149	1.7551	0.48717	1.5594	0.55419	1.1619	1.673	1.7876	0.58729	1.7926	0.63421	0.81208	1.0172	1.4744	1.7714	1.4491	1.383	1.9755	0.7531	1.3462	1.5883	1.3366	0.6346	0.38471
0.50552	0.39672	0.43716	0.54841	0.61182	1.2193	0.7526	0.5071	0.60357	0.37269	2.4568	2.038	0.49011	1.7721	0.48415	1.2387	1.8116	1.2356	1.5134	0.7017	1.4873	0.45069	1.5607	0.88372	0.80886	1.125	0.5761	1.8169	0.75106	1.3346	2.2589	0.55383	1.8862	1.4734	0.55354	0.52211	0.73535	1.6915	0.29778	2.0705	0.36769	2.1592	1.2232	0.52519	1.5655	2.0879	1.5555	0.42207	1.7245	0.67582	0.51852	2.0719	1.7907	0.56218	0.62623	1.7385	1.4278	0.59937	1.2308	0.32485	0.5056	2.0384	1.1217	0.7969	0.6925	1.4897	2.5525	1.4924	1.6973	1.6479	1.2432	1.9956	0.60265	1.7926	0.49337	0.9662	2.8082	1.2853	0.59568	0.44838
1.7877	0.74833	1.5755	0.40539	1.5617	0.51377	2.406	0.91018	0.54493	1.0161	0.97623	0.46382	0.80671	1.4306	0.91002	0.83899	0.85361	1.3199	0.93738	1.3162	1.8173	0.50384	0.92631	2.0855	0.77518	1.6093	1.3989	1.1038	0.78742	1.3563	1.2887	2.0729	2.0714	0.6826	1.5467	0.73456	1.0024	0.90801	0.99699	1.7281	1.5001	0.72768	1.772	1.0233	0.84258	0.69643	0.44677	1.0738	0.66367	1.4081	1.5382	0.685	1.0987	0.98484	0.46881	2.3506	1.3978	1.8954	0.51153	0.69083	1.4256	1.5152	1.304	0.50012	0.79057	0.71488	0.69912	0.53425	0.56586	1.6583	1.0811	0.66459	0.91333	1.2729	0.69932	1.4619	1.4568	2.4729	1.1824	1.5072
1.783	1.9248	1.7747	1.1064	0.46734	0.49664	2.0565	2.4343	2.4692	0.72264	1.3368	0.6718	0.3797	2.5752	0.59179	0.57591	0.51774	1.9877	1.4359	1.7822	1.634	0.55343	1.7532	0.59126	2.4188	1.0621	2.4575	2.0245	0.56159	0.53258	2.1605	0.82862	0.36847	0.805	0.5462	0.56224	1.9096	2.4446	0.88512	1.8693	1.4538	1.8431	0.46927	2.2125	0.6708	1.3461	1.8306	1.3132	2.1358	1.5925	0.39951	2.2304	0.86768	1.9881	0.50446	0.65444	2.1764	0.51593	0.69869	0.53071	1.988	1.1082	1.643	0.38791	1.969	1.6646	2.9381	2.0569	1.9396	1.694	1.6025	0.63104	1.1909	0.57104	0.54642	0.66522	0.71684	1.7396	1.8033	0.41208
2.2672	0.833	1.4791	0.93168	0.75768	2.1351	1.945	1.7561	1.3073	0.55123	2.0579	0.42521	0.88734	2.2262	1.7402	1.0992	0.44625	1.4963	0.47315	0.74615	1.098	0.83187	2.6784	0.67627	1.7701	0.55929	0.89738	1.2634	0.45612	0.65646	0.46667	0.66831	0.57357	0.53102	1.9128	2.9083	1.8588	2.6753	1.4997	0.76101	0.64331	0.46208	2.67	2.0531	0.54181	0.47943	1.593	3.0529	2.1062	0.72796	0.57514	2.4476	0.60185	2.9071	1.527	0.36986	1.2716	0.43821	0.30088	2.5739	3.3006	0.67368	0.5294	1.8978	0.71959	0.70528	2.4245	0.4823	2.1123	0.37496	0.87532	0.49205	1.9951	0.72096	2.1001	0.5302	1.7616	0.87166	2.1388	0.67241
1.6234	0.38833	0.86366	1.0759	0.74152	0.92212	1.7137	1.043	0.54329	1.6188	0.97134	1.7558	0.59654	1.2151	1.4402	0.72088	2.109	0.71932	2.2646	1.7218	0.69219	1.8277	0.67228	0.54799	0.42321	1.3392	0.94304	2.1493	1.9166	0.55637	0.68693	0.68147	1.4742	1.5831	0.63038	1.3996	0.56835	0.35569	1.8709	0.94006	0.85551	0.57579	1.4452	1.6567	2.3829	2.6394	0.53038	0.97705	2.0259	0.78278	0.47086	0.61254	0.93947	0.51665	2.1868	2.0197	1.5428	0.71189	0.57598	1.6082	1.8883	0.84596	1.0776	0.91858	1.2413	0.51831	1.5089	0.91469	0.75409	1.9027	0.84961	1.9597	2.4352	0.56734	0.83724	2.3985	1.0075	2.2997	0.47961	1.6036
1.873	0.93927	3.1134	1.6047	0.40983	2.1592	2.0073	2.2817	1.2523	1.2461	0.91141	1.9506	1.6793	0.80185	1.6954	1.2155	2.3336	1.9753	0.96605	1.414	1.9771	1.6411	0.58797	0.62534	0.63156	0.89663	1.4778	0.51985	0.71713	1.2664	2.1163	1.6756	0.84455	2.3327	1.6208	0.68649	0.5462	1.5093	1.3667	2.7761	0.63956	0.54473	0.56792	1.4284	2.8654	2.2407	0.70799	0.61992	0.87805	0.75504	0.81156	0.55205	0.64185	1.2228	2.5811	1.0593	2.1597	0.84281	1.4404	2.0308	1.5711	0.90612	1.7993	0.72021	1.6298	0.71257	0.49752	2.2009	0.89563	0.89007	0.43854	0.73423	1.9746	2.0981	2.5054	1.6449	1.4159	0.51521	0.39983	1.6571
0.56225	1.6081	2.0882	0.44798	1.433	0.78441	0.45019	1.8411	1.0445	1.084	1.1347	0.71788	2.3655	0.57418	0.60107	0.4901	2.0758	0.66628	1.8595	1.1591	2.3146	0.79274	1.0852	1.5928	0.55922	2.9962	0.52992	0.52847	1.5571	1.3368	1.4368	1.3494	1.8421	0.60107	1.9122	0.31916	1.1679	2.0739	1.4943	0.61986	1.8093	0.66139	1.4981	1.5817	0.61956	0.83931	1.5936	0.62082	0.92885	0.40723	0.71455	0.78036	1.1207	1.6826	0.90325	1.0238	0.73379	1.8711	0.46566	1.0822	0.56597	1.4113	0.61006	0.41233	1.5843	0.59725	0.52557	0.46969	0.51165	1.6387	0.5273	0.43838	0.54654	1.768	1.312	1.6168	0.41066	1.2663	2.3887	2.0001
0.66614	0.91108	0.39613	0.46206	0.96947	0.62797	0.52935	1.6654	0.81163	2.4557	0.65434	0.7564	1.627	0.61672	1.6425	0.72963	0.60774	2.3031	2.3401	1.7761	1.8692	0.6015	0.79483	2.2843	0.41977	0.68964	1.4239	2.049	0.88813	0.50011	1.8114	1.4449	1.215	0.57612	1.554	3.1664	1.5559	2.7935	0.68995	1.5892	0.6225	1.0128	0.46755	1.8482	0.57241	1.3104	1.4426	0.59759	0.7336	1.8417	1.2505	1.3817	0.70304	1.2648	0.90661	2.1313	1.2424	1.9112	2.1308	1.2659	1.3646	1.4757	1.3553	0.55262	0.60756	0.67727	0.67576	1.0737	0.64523	1.7106	0.99202	0.82069	2.2251	1.9808	1.4885	0.92165	0.75269	0.66885	0.9161	1.2149
1.5192	0.83848	0.78028	1.3393	3.0284	0.70368	1.5655	2.1898	0.3329	0.55026	0.62636	1.4266	0.81287	1.3126	1.0184	1.6402	2.151	2.2302	0.7635	0.96749	0.85812	0.89191	0.85426	1.9554	0.85317	2.515	0.63269	1.9274	1.6313	0.50648	0.61742	1.4404	0.87368	0.81372	1.0152	2.1715	1.0795	2.2103	1.6727	0.68748	1.5191	1.9399	0.77702	0.66993	0.52362	1.0168	1.6855	0.53971	0.68048	1.8778	1.6785	0.44796	0.72513	0.7322	0.74393	1.9608	1.1195	0.65181	1.769	0.64779	0.6063	2.171	0.61228	1.7085	2.5661	0.42495	0.98897	1.4408	0.84971	1.593	0.54217	2.336	0.96478	1.638	0.40306	0.63457	0.88909	0.58647	2.0391	0.48625
