0.52	7.13
13.36	6.41
1.75	7.62
1.79	7.59
2.45	7.14
3.4	6.43
2.77	7.46
2.91	6.32
15.17	6.6
3.82	6.65
1.82	6.7
0.82	6.7
1.67	6.2
0.87	6.99
0.75	6.07
1.07	7.09
3.73	7.25
3.88	6.77
4.63	6.88
2.96	6.86
3.24	8.26
1.03	7.21
5	7.47
2.56	6.25
1.4	6.48
0.93	7.04
0.57	5.9
7.1	6.88
0.3	5.95
1.3	6.29
3.68	7.04
1.01	6.46
0.77	6.44
2.56	6.72
0.41	6.35
1.36	6.97
0.35	6.43
0.11	7.1
0.97	6.8
1	6.59
1.13	7.14
2.91	6.63
0.5	6.37
0.69	7.23
5.32	6.49
1.07	7.48
0.6	7.25
0.72	6.4
0.58	6.91
0.34	6.63
0.35	6.52
2.45	6.64
1.24	7.53
1.01	6.54
0.87	7.49
3.15	7.22
2.46	7.37
4.29	7.2
2.33	7.36
1.89	6.51
1.55	6.55
2.13	6.29
1.37	6.62
0.5	6.65
4.16	6.91
3.33	6.56
6.17	6.36
0.53	6.72
0.8	7.01
0.32	6.71
4.32	7.92
1.62	7.18
14.81	6.95
1.3	6.67
2.26	7.08
0.56	6.58
2.67	6.97
1.87	6.75
1.38	6.16
0.95	6.42
1.16	6.95
1.8	6.87
0.77	7.46
3.31	6.82
9.67	6.98
0.64	6.67
4.69	6.6
2.18	6.51
2.21	6.56
0.55	7.11
0.61	6.2
0.97	5.95
5.18	6.48
1.17	6.78
2.33	6.59
0.73	6.36
1.42	6.8
1.84	6.73
2.3	7.1
1.46	6.98
1.51	6.96
0.64	6.84
6.3	6.66
3.65	6.45
1.82	6.86
2.59	6.16
0.69	6.66
0.67	6.5
8.87	6.95
3.76	7.09
4.72	6.68
0.39	6.97
0.62	6.43
1.33	6.78
1.01	6.53
1.15	7.25
0.65	6.76
0.61	7.07
0.13	6.98
3.13	6.78
4.12	6.96
2.39	7
1.4	7.38
0.54	6.86
0.15	6.66
4.12	7.04
0.04	7.32
1.09	6.65
2.25	6.14
3.03	6.94
2.28	7.56
2.11	7.14
2.44	6.73
2.98	6.55
0.61	7.78
0.91	6.91
2.68	6.7
3.36	6.6
1.2	6.84
5.79	7.28
4.47	6.22
1	6.79
4.47	6.8
2.64	7.41
7.57	6.17
2.79	6.99
0.46	8.06
1.55	6.74
1.36	7.07
0.77	7.08
0.37	6.4
2.94	6.58
2.56	6.95
0.6	6.19
4.08	6.48
1.72	6.87
0.26	7.42
0.51	6.33
2.54	7.73
1.2	7.15
1.11	7.09
0.13	6.33
1.12	7.41
2.58	6.98
1.01	6.67
1.27	7.63
2	7.12
1.49	7.67
1.23	7.35
5.04	6.27
1.99	5.83
5.42	6.53
2.05	7.01
4.63	7.13
0.37	6.78
0.77	6.63
1.55	6.48
0.96	7.14
0.58	6.57
0.54	7.17
8.6	6.48
9.71	6.53
0.22	7.13
3.06	6.36
3.19	6.39
4.41	6.47
3.08	6.72
3.27	6.88
1.45	7.07
0.94	7.01
2.48	7.85
0.33	6.76
4.33	6.93
0.84	6.46
0.72	7.65
1.11	6.78
4.18	7.46
2.43	7.65
1.01	7.27
19.96	6.54
1.21	6.77
2.47	6.43
7.81	6.82
1.45	6.09
5.25	6.4
1.78	6.49
2.52	7.51
0.57	7.11
1.27	6.64
0.74	6.53
0.89	7.39
1.6	6.01
0.67	6.51
4.17	6.25
19.53	7.03
0.27	7.14
1.9	6.63
2.48	7.11
0.87	6.56
1.66	7.21
1.66	6.46
0.07	6.68
1.42	6.62
0.58	6.72
0.17	6.71
3.63	6.72
1.82	6.64
13.79	7.57
1.23	7
1.42	6.8
0.13	6.74
0.36	7.1
6.01	7.16
2.58	6.93
4.29	7.26
1.28	6.6
0.98	6.84
2.66	6.97
0.27	6.87
2.09	7.41
0.19	6.52
1.69	6.55
0.15	7.42
3.12	7.41
2.52	7.14
2.74	6.77
1.57	6.31
0.95	7.02
1.65	6.69
0.28	6.67
1	6.7
0.96	6.87
1.96	7.48
4.42	6.84
7.73	6.78
1.91	6.92
0.49	6.93
3.36	6.38
2.44	7.41
0.67	6.55
3.79	6.51
0.7	7.19
5.31	6.86
3.9	6.46
1.03	6.45
0.5	6.44
4.05	7.29
11.71	6.59
3.26	5.98
0.95	7.24
1.3	6.94
0.3	6.94
2.68	6.58
0.66	6.94
1.4	7.62
2.53	7.03
0.62	6.4
14.99	6.42
0.59	7.18
0.65	7.66
1.33	6.64
0.79	6.81
4.13	7.13
1.61	6.67
2.93	7.02
1.61	7.72
2.01	6.82
6.32	7.13
1.27	7.6
0.44	7.46
1.53	6.75
19.97	6.48
0.98	7.05
0.57	6.76
19.96	6.59
2.24	7.48
0.74	7.04
7.69	6.3
0.17	6.42
1.12	7.36
